WorkItemID,ProjectID,WorkItemCode,WorkItemName,WorkItemCategory,WorkItemType,PlannedStartDate,PlannedFinishDate,Quantity,UnitOfMeasure,Priority,CurrentStatusID
WIT-003711,PRJ-002,PRJ-002-ITEM-003711,Interior Reporting Package,Interior,Package,2026-05-26,2026-08-15,97.86,m3,Critical,STS-004
WIT-003712,PRJ-003,PRJ-003-ITEM-003712,Exterior Reporting Package,Exterior,Task,2025-09-02,2025-11-11,74.87,ea,Low,STS-002
WIT-003713,PRJ-004,PRJ-004-ITEM-003713,Safety Reporting Package,Safety,Inspection,2025-12-23,2026-04-08,10.36,lot,Medium,STS-003
WIT-003714,PRJ-005,PRJ-005-ITEM-003714,Structure Reporting Package,Structure,Milestone,2025-04-27,2025-07-19,431.5,hr,High,STS-003
WIT-003715,PRJ-001,PRJ-001-ITEM-003715,Mechanical Reporting Package,Mechanical,Package,2025-10-13,2025-12-14,163.67,m2,Critical,STS-001
WIT-003716,PRJ-002,PRJ-002-ITEM-003716,Electrical Reporting Package,Electrical,Task,2026-03-01,2026-03-06,491.13,m3,Low,STS-004
WIT-003717,PRJ-003,PRJ-003-ITEM-003717,Interior Reporting Package,Interior,Inspection,2026-03-08,2026-03-27,338.69,ea,Medium,STS-005
WIT-003718,PRJ-004,PRJ-004-ITEM-003718,Exterior Reporting Package,Exterior,Milestone,2026-04-04,2026-05-05,376.32,lot,High,STS-001
WIT-003719,PRJ-005,PRJ-005-ITEM-003719,Safety Reporting Package,Safety,Package,2026-05-15,2026-08-25,349.42,hr,Critical,STS-004
WIT-003720,PRJ-001,PRJ-001-ITEM-003720,Structure Reporting Package,Structure,Task,2025-12-07,2026-02-12,162.85,m2,Low,STS-004
WIT-003721,PRJ-002,PRJ-002-ITEM-003721,Mechanical Reporting Package,Mechanical,Inspection,2026-05-21,2026-07-09,358.76,m3,Medium,STS-003
WIT-003722,PRJ-003,PRJ-003-ITEM-003722,Electrical Reporting Package,Electrical,Milestone,2025-09-02,2025-11-30,475.34,ea,High,STS-004
WIT-003723,PRJ-004,PRJ-004-ITEM-003723,Interior Reporting Package,Interior,Package,2026-03-25,2026-06-20,284.76,lot,Critical,STS-002
WIT-003724,PRJ-005,PRJ-005-ITEM-003724,Exterior Reporting Package,Exterior,Task,2026-03-23,2026-04-04,245.27,hr,Low,STS-007
WIT-003725,PRJ-001,PRJ-001-ITEM-003725,Safety Reporting Package,Safety,Inspection,2026-02-19,2026-03-29,307.24,m2,Medium,STS-001
WIT-003726,PRJ-002,PRJ-002-ITEM-003726,Structure Reporting Package,Structure,Milestone,2026-05-14,2026-07-05,395.78,m3,High,STS-004
WIT-003727,PRJ-003,PRJ-003-ITEM-003727,Mechanical Reporting Package,Mechanical,Package,2026-05-03,2026-06-26,292.72,ea,Critical,STS-004
WIT-003728,PRJ-004,PRJ-004-ITEM-003728,Electrical Reporting Package,Electrical,Task,2026-04-28,2026-07-08,285.35,lot,Low,STS-001
WIT-003729,PRJ-005,PRJ-005-ITEM-003729,Interior Reporting Package,Interior,Inspection,2026-05-01,2026-05-07,317.17,hr,Medium,STS-005
WIT-003730,PRJ-001,PRJ-001-ITEM-003730,Exterior Reporting Package,Exterior,Milestone,2025-12-10,2026-03-02,207.45,m2,High,STS-001
WIT-003731,PRJ-002,PRJ-002-ITEM-003731,Safety Reporting Package,Safety,Package,2026-04-21,2026-08-09,287.66,m3,Critical,STS-002
WIT-003732,PRJ-003,PRJ-003-ITEM-003732,Structure Reporting Package,Structure,Task,2025-12-04,2026-02-04,266.3,ea,Low,STS-004
WIT-003733,PRJ-004,PRJ-004-ITEM-003733,Mechanical Reporting Package,Mechanical,Inspection,2025-11-25,2026-01-23,34.58,lot,Medium,STS-004
WIT-003734,PRJ-005,PRJ-005-ITEM-003734,Electrical Reporting Package,Electrical,Milestone,2025-12-14,2026-01-21,455.3,hr,High,STS-004
WIT-003735,PRJ-001,PRJ-001-ITEM-003735,Interior Reporting Package,Interior,Package,2025-09-23,2026-01-09,274.48,m2,Critical,STS-006
WIT-003736,PRJ-002,PRJ-002-ITEM-003736,Exterior Reporting Package,Exterior,Task,2026-05-01,2026-06-24,29.72,m3,Low,STS-001
WIT-003737,PRJ-003,PRJ-003-ITEM-003737,Safety Reporting Package,Safety,Inspection,2026-03-19,2026-05-27,299.38,ea,Medium,STS-005
WIT-003738,PRJ-004,PRJ-004-ITEM-003738,Structure Reporting Package,Structure,Milestone,2026-05-14,2026-07-21,354.81,lot,High,STS-004
WIT-003739,PRJ-005,PRJ-005-ITEM-003739,Mechanical Reporting Package,Mechanical,Package,2026-04-30,2026-06-23,24.52,hr,Critical,STS-005
WIT-003740,PRJ-001,PRJ-001-ITEM-003740,Electrical Reporting Package,Electrical,Task,2026-05-31,2026-07-27,144.16,m2,Low,STS-005
WIT-003741,PRJ-002,PRJ-002-ITEM-003741,Interior Reporting Package,Interior,Inspection,2025-12-15,2026-03-11,326.2,m3,Medium,STS-001
WIT-003742,PRJ-003,PRJ-003-ITEM-003742,Exterior Reporting Package,Exterior,Milestone,2025-09-25,2025-11-19,114.19,ea,High,STS-004
WIT-003743,PRJ-004,PRJ-004-ITEM-003743,Safety Reporting Package,Safety,Package,2026-04-18,2026-07-04,220.79,lot,Critical,STS-005
WIT-003744,PRJ-005,PRJ-005-ITEM-003744,Structure Reporting Package,Structure,Task,2025-06-25,2025-07-09,303.19,hr,Low,STS-004
WIT-003745,PRJ-001,PRJ-001-ITEM-003745,Mechanical Reporting Package,Mechanical,Inspection,2025-11-13,2026-02-22,35.3,m2,Medium,STS-003
WIT-003746,PRJ-002,PRJ-002-ITEM-003746,Electrical Reporting Package,Electrical,Milestone,2026-01-09,2026-03-27,156.57,m3,High,STS-004
WIT-003747,PRJ-003,PRJ-003-ITEM-003747,Interior Reporting Package,Interior,Package,2025-10-23,2025-12-17,321.18,ea,Critical,STS-005
WIT-003748,PRJ-004,PRJ-004-ITEM-003748,Exterior Reporting Package,Exterior,Task,2025-12-14,2026-01-06,6.19,lot,Low,STS-004
WIT-003749,PRJ-005,PRJ-005-ITEM-003749,Safety Reporting Package,Safety,Inspection,2025-03-16,2025-05-30,304.24,hr,Medium,STS-002
WIT-003750,PRJ-001,PRJ-001-ITEM-003750,Structure Reporting Package,Structure,Milestone,2026-02-21,2026-04-06,384.6,m2,High,STS-003
WIT-003751,PRJ-002,PRJ-002-ITEM-003751,Mechanical Reporting Package,Mechanical,Package,2025-11-18,2026-02-15,30.43,m3,Critical,STS-004
WIT-003752,PRJ-003,PRJ-003-ITEM-003752,Electrical Reporting Package,Electrical,Task,2026-05-02,2026-07-19,211.22,ea,Low,STS-004
WIT-003753,PRJ-004,PRJ-004-ITEM-003753,Interior Reporting Package,Interior,Inspection,2026-04-13,2026-05-22,90.71,lot,Medium,STS-005
WIT-003754,PRJ-005,PRJ-005-ITEM-003754,Exterior Reporting Package,Exterior,Milestone,2025-07-17,2025-11-10,36.49,hr,High,STS-005
WIT-003755,PRJ-001,PRJ-001-ITEM-003755,Safety Reporting Package,Safety,Package,2026-05-11,2026-07-03,57.5,m2,Critical,STS-004
WIT-003756,PRJ-002,PRJ-002-ITEM-003756,Structure Reporting Package,Structure,Task,2025-12-15,2026-02-06,132.02,m3,Low,STS-005
WIT-003757,PRJ-003,PRJ-003-ITEM-003757,Mechanical Reporting Package,Mechanical,Inspection,2026-03-29,2026-06-18,355.99,ea,Medium,STS-004
WIT-003758,PRJ-004,PRJ-004-ITEM-003758,Electrical Reporting Package,Electrical,Milestone,2026-02-03,2026-04-05,281.79,lot,High,STS-007
WIT-003759,PRJ-005,PRJ-005-ITEM-003759,Interior Reporting Package,Interior,Package,2025-10-17,2025-10-27,196.33,hr,Critical,STS-004
WIT-003760,PRJ-001,PRJ-001-ITEM-003760,Exterior Reporting Package,Exterior,Task,2025-10-06,2025-10-25,392.19,m2,Low,STS-006
WIT-003761,PRJ-002,PRJ-002-ITEM-003761,Safety Reporting Package,Safety,Inspection,2025-11-21,2026-02-25,188.4,m3,Medium,STS-004
WIT-003762,PRJ-003,PRJ-003-ITEM-003762,Structure Reporting Package,Structure,Milestone,2026-01-07,2026-02-11,114.55,ea,High,STS-005
WIT-003763,PRJ-004,PRJ-004-ITEM-003763,Mechanical Reporting Package,Mechanical,Package,2026-05-30,2026-08-14,290.62,lot,Critical,STS-003
WIT-003764,PRJ-005,PRJ-005-ITEM-003764,Electrical Reporting Package,Electrical,Task,2025-12-16,2026-03-25,217.87,hr,Low,STS-004
WIT-003765,PRJ-001,PRJ-001-ITEM-003765,Interior Reporting Package,Interior,Inspection,2026-04-12,2026-04-26,92.18,m2,Medium,STS-004
WIT-003766,PRJ-002,PRJ-002-ITEM-003766,Exterior Reporting Package,Exterior,Milestone,2026-02-22,2026-06-20,223.01,m3,High,STS-004
WIT-003767,PRJ-003,PRJ-003-ITEM-003767,Safety Reporting Package,Safety,Package,2025-11-25,2026-03-11,295.8,ea,Critical,STS-005
WIT-003768,PRJ-004,PRJ-004-ITEM-003768,Structure Reporting Package,Structure,Task,2026-05-15,2026-06-10,145.08,lot,Low,STS-004
WIT-003769,PRJ-005,PRJ-005-ITEM-003769,Mechanical Reporting Package,Mechanical,Inspection,2026-02-01,2026-03-19,102.26,hr,Medium,STS-004
WIT-003770,PRJ-001,PRJ-001-ITEM-003770,Electrical Reporting Package,Electrical,Milestone,2025-09-14,2025-12-09,399.93,m2,High,STS-006
WIT-003771,PRJ-002,PRJ-002-ITEM-003771,Interior Reporting Package,Interior,Package,2026-06-04,2026-09-21,67.5,m3,Critical,STS-004
WIT-003772,PRJ-003,PRJ-003-ITEM-003772,Exterior Reporting Package,Exterior,Task,2026-02-28,2026-06-03,209.85,ea,Low,STS-003
WIT-003773,PRJ-004,PRJ-004-ITEM-003773,Safety Reporting Package,Safety,Inspection,2026-04-06,2026-07-05,8.68,lot,Medium,STS-004
WIT-003774,PRJ-005,PRJ-005-ITEM-003774,Structure Reporting Package,Structure,Milestone,2025-05-09,2025-06-16,65.89,hr,High,STS-004
WIT-003775,PRJ-001,PRJ-001-ITEM-003775,Mechanical Reporting Package,Mechanical,Package,2026-02-17,2026-04-23,105.76,m2,Critical,STS-007
WIT-003776,PRJ-002,PRJ-002-ITEM-003776,Electrical Reporting Package,Electrical,Task,2025-12-16,2026-04-14,129.31,m3,Low,STS-005
WIT-003777,PRJ-003,PRJ-003-ITEM-003777,Interior Reporting Package,Interior,Inspection,2025-10-06,2025-12-30,446.05,ea,Medium,STS-005
WIT-003778,PRJ-004,PRJ-004-ITEM-003778,Exterior Reporting Package,Exterior,Milestone,2026-06-03,2026-07-18,416.31,lot,High,STS-001
WIT-003779,PRJ-005,PRJ-005-ITEM-003779,Safety Reporting Package,Safety,Package,2026-05-13,2026-08-01,307.98,hr,Critical,STS-004
WIT-003780,PRJ-001,PRJ-001-ITEM-003780,Structure Reporting Package,Structure,Task,2026-04-24,2026-07-04,181.48,m2,Low,STS-004
WIT-003781,PRJ-002,PRJ-002-ITEM-003781,Mechanical Reporting Package,Mechanical,Inspection,2025-11-26,2026-03-10,275.02,m3,Medium,STS-007
WIT-003782,PRJ-003,PRJ-003-ITEM-003782,Electrical Reporting Package,Electrical,Milestone,2025-09-20,2025-10-21,451.99,ea,High,STS-004
WIT-003783,PRJ-004,PRJ-004-ITEM-003783,Interior Reporting Package,Interior,Package,2026-06-01,2026-08-04,83.29,lot,Critical,STS-005
WIT-003784,PRJ-005,PRJ-005-ITEM-003784,Exterior Reporting Package,Exterior,Task,2025-04-30,2025-08-26,377.46,hr,Low,STS-004
WIT-003785,PRJ-001,PRJ-001-ITEM-003785,Safety Reporting Package,Safety,Inspection,2025-12-30,2026-03-11,185.65,m2,Medium,STS-004
WIT-003786,PRJ-002,PRJ-002-ITEM-003786,Structure Reporting Package,Structure,Milestone,2026-05-15,2026-08-24,187.13,m3,High,STS-004
WIT-003787,PRJ-003,PRJ-003-ITEM-003787,Mechanical Reporting Package,Mechanical,Package,2025-12-21,2026-04-04,87.48,ea,Critical,STS-004
WIT-003788,PRJ-004,PRJ-004-ITEM-003788,Electrical Reporting Package,Electrical,Task,2026-04-03,2026-07-02,210.86,lot,Low,STS-005
WIT-003789,PRJ-005,PRJ-005-ITEM-003789,Interior Reporting Package,Interior,Inspection,2025-09-04,2025-11-15,8.58,hr,Medium,STS-004
WIT-003790,PRJ-001,PRJ-001-ITEM-003790,Exterior Reporting Package,Exterior,Milestone,2026-02-05,2026-05-08,98.44,m2,High,STS-003
WIT-003791,PRJ-002,PRJ-002-ITEM-003791,Safety Reporting Package,Safety,Package,2026-04-25,2026-05-08,384.9,m3,Critical,STS-005
WIT-003792,PRJ-003,PRJ-003-ITEM-003792,Structure Reporting Package,Structure,Task,2026-03-20,2026-04-06,273.27,ea,Low,STS-005
WIT-003793,PRJ-004,PRJ-004-ITEM-003793,Mechanical Reporting Package,Mechanical,Inspection,2026-04-27,2026-08-12,53.68,lot,Medium,STS-004
WIT-003794,PRJ-005,PRJ-005-ITEM-003794,Electrical Reporting Package,Electrical,Milestone,2025-03-12,2025-04-13,427.95,hr,High,STS-005
WIT-003795,PRJ-001,PRJ-001-ITEM-003795,Interior Reporting Package,Interior,Package,2025-11-15,2026-01-20,374.99,m2,Critical,STS-004
WIT-003796,PRJ-002,PRJ-002-ITEM-003796,Exterior Reporting Package,Exterior,Task,2026-02-02,2026-02-07,62.82,m3,Low,STS-004
WIT-003797,PRJ-003,PRJ-003-ITEM-003797,Safety Reporting Package,Safety,Inspection,2026-01-13,2026-02-20,450.44,ea,Medium,STS-006
WIT-003798,PRJ-004,PRJ-004-ITEM-003798,Structure Reporting Package,Structure,Milestone,2025-12-20,2026-03-11,27.8,lot,High,STS-006
WIT-003799,PRJ-005,PRJ-005-ITEM-003799,Mechanical Reporting Package,Mechanical,Package,2026-05-29,2026-09-09,412.01,hr,Critical,STS-003
WIT-003800,PRJ-001,PRJ-001-ITEM-003800,Electrical Reporting Package,Electrical,Task,2026-06-01,2026-06-11,32.58,m2,Low,STS-004
WIT-003801,PRJ-002,PRJ-002-ITEM-003801,Interior Reporting Package,Interior,Inspection,2026-03-24,2026-04-09,379.54,m3,Medium,STS-001
WIT-003802,PRJ-003,PRJ-003-ITEM-003802,Exterior Reporting Package,Exterior,Milestone,2025-08-25,2025-11-14,207.86,ea,High,STS-004
WIT-003803,PRJ-004,PRJ-004-ITEM-003803,Safety Reporting Package,Safety,Package,2026-03-28,2026-06-02,452.03,lot,Critical,STS-002
WIT-003804,PRJ-005,PRJ-005-ITEM-003804,Structure Reporting Package,Structure,Task,2025-10-26,2025-12-21,29.75,hr,Low,STS-004
WIT-003805,PRJ-001,PRJ-001-ITEM-003805,Mechanical Reporting Package,Mechanical,Inspection,2026-06-05,2026-09-14,308.43,m2,Medium,STS-004
WIT-003806,PRJ-002,PRJ-002-ITEM-003806,Electrical Reporting Package,Electrical,Milestone,2026-01-19,2026-03-27,275.69,m3,High,STS-004
WIT-003807,PRJ-003,PRJ-003-ITEM-003807,Interior Reporting Package,Interior,Package,2025-08-29,2025-11-30,491.52,ea,Critical,STS-003
WIT-003808,PRJ-004,PRJ-004-ITEM-003808,Exterior Reporting Package,Exterior,Task,2026-04-28,2026-08-21,52.97,lot,Low,STS-002
WIT-003809,PRJ-005,PRJ-005-ITEM-003809,Safety Reporting Package,Safety,Inspection,2025-09-07,2025-11-29,99.95,hr,Medium,STS-003
WIT-003810,PRJ-001,PRJ-001-ITEM-003810,Structure Reporting Package,Structure,Milestone,2026-02-01,2026-04-06,498.38,m2,High,STS-004
WIT-003811,PRJ-002,PRJ-002-ITEM-003811,Mechanical Reporting Package,Mechanical,Package,2025-10-26,2026-02-03,50.07,m3,Critical,STS-004
WIT-003812,PRJ-003,PRJ-003-ITEM-003812,Electrical Reporting Package,Electrical,Task,2025-12-19,2026-04-15,381.93,ea,Low,STS-005
WIT-003813,PRJ-004,PRJ-004-ITEM-003813,Interior Reporting Package,Interior,Inspection,2026-02-20,2026-03-08,33.11,lot,Medium,STS-005
WIT-003814,PRJ-005,PRJ-005-ITEM-003814,Exterior Reporting Package,Exterior,Milestone,2025-10-10,2025-11-19,444.52,hr,High,STS-003
WIT-003815,PRJ-001,PRJ-001-ITEM-003815,Safety Reporting Package,Safety,Package,2025-12-27,2026-01-08,400.42,m2,Critical,STS-003
WIT-003816,PRJ-002,PRJ-002-ITEM-003816,Structure Reporting Package,Structure,Task,2026-04-27,2026-07-30,325.61,m3,Low,STS-006
WIT-003817,PRJ-003,PRJ-003-ITEM-003817,Mechanical Reporting Package,Mechanical,Inspection,2026-05-07,2026-08-21,161.95,ea,Medium,STS-006
WIT-003818,PRJ-004,PRJ-004-ITEM-003818,Electrical Reporting Package,Electrical,Milestone,2025-12-03,2026-01-24,150.06,lot,High,STS-005
WIT-003819,PRJ-005,PRJ-005-ITEM-003819,Interior Reporting Package,Interior,Package,2025-08-07,2025-11-24,138.48,hr,Critical,STS-005
WIT-003820,PRJ-001,PRJ-001-ITEM-003820,Exterior Reporting Package,Exterior,Task,2025-11-01,2026-01-13,340.73,m2,Low,STS-005
WIT-003821,PRJ-002,PRJ-002-ITEM-003821,Safety Reporting Package,Safety,Inspection,2026-02-12,2026-05-29,447.94,m3,Medium,STS-004
WIT-003822,PRJ-003,PRJ-003-ITEM-003822,Structure Reporting Package,Structure,Milestone,2026-05-25,2026-08-24,476.2,ea,High,STS-004
WIT-003823,PRJ-004,PRJ-004-ITEM-003823,Mechanical Reporting Package,Mechanical,Package,2026-04-16,2026-05-08,306.76,lot,Critical,STS-003
WIT-003824,PRJ-005,PRJ-005-ITEM-003824,Electrical Reporting Package,Electrical,Task,2025-10-18,2026-02-10,457.12,hr,Low,STS-003
WIT-003825,PRJ-001,PRJ-001-ITEM-003825,Interior Reporting Package,Interior,Inspection,2025-12-23,2026-03-14,191.0,m2,Medium,STS-002
WIT-003826,PRJ-002,PRJ-002-ITEM-003826,Exterior Reporting Package,Exterior,Milestone,2026-03-29,2026-04-30,320.53,m3,High,STS-005
WIT-003827,PRJ-003,PRJ-003-ITEM-003827,Safety Reporting Package,Safety,Package,2026-04-01,2026-06-27,394.09,ea,Critical,STS-004
WIT-003828,PRJ-004,PRJ-004-ITEM-003828,Structure Reporting Package,Structure,Task,2025-11-29,2026-01-08,340.35,lot,Low,STS-004
WIT-003829,PRJ-005,PRJ-005-ITEM-003829,Mechanical Reporting Package,Mechanical,Inspection,2025-07-06,2025-10-22,34.75,hr,Medium,STS-005
WIT-003830,PRJ-001,PRJ-001-ITEM-003830,Electrical Reporting Package,Electrical,Milestone,2026-02-28,2026-03-05,477.04,m2,High,STS-005
WIT-003831,PRJ-002,PRJ-002-ITEM-003831,Interior Reporting Package,Interior,Package,2026-01-09,2026-02-04,484.36,m3,Critical,STS-004
WIT-003832,PRJ-003,PRJ-003-ITEM-003832,Exterior Reporting Package,Exterior,Task,2026-01-15,2026-01-25,19.36,ea,Low,STS-005
WIT-003833,PRJ-004,PRJ-004-ITEM-003833,Safety Reporting Package,Safety,Inspection,2026-05-02,2026-08-26,191.84,lot,Medium,STS-007
WIT-003834,PRJ-005,PRJ-005-ITEM-003834,Structure Reporting Package,Structure,Milestone,2026-03-19,2026-04-26,376.69,hr,High,STS-004
WIT-003835,PRJ-001,PRJ-001-ITEM-003835,Mechanical Reporting Package,Mechanical,Package,2026-02-02,2026-05-05,43.87,m2,Critical,STS-006
WIT-003836,PRJ-002,PRJ-002-ITEM-003836,Electrical Reporting Package,Electrical,Task,2025-11-09,2025-12-21,72.29,m3,Low,STS-004
WIT-003837,PRJ-003,PRJ-003-ITEM-003837,Interior Reporting Package,Interior,Inspection,2026-02-26,2026-05-12,247.11,ea,Medium,STS-004
WIT-003838,PRJ-004,PRJ-004-ITEM-003838,Exterior Reporting Package,Exterior,Milestone,2025-12-26,2026-02-18,27.53,lot,High,STS-005
WIT-003839,PRJ-005,PRJ-005-ITEM-003839,Safety Reporting Package,Safety,Package,2025-04-02,2025-05-04,40.93,hr,Critical,STS-002
WIT-003840,PRJ-001,PRJ-001-ITEM-003840,Structure Reporting Package,Structure,Task,2026-01-08,2026-02-10,372.58,m2,Low,STS-004
WIT-003841,PRJ-002,PRJ-002-ITEM-003841,Mechanical Reporting Package,Mechanical,Inspection,2026-05-03,2026-08-20,465.98,m3,Medium,STS-004
WIT-003842,PRJ-003,PRJ-003-ITEM-003842,Electrical Reporting Package,Electrical,Milestone,2026-01-13,2026-04-22,207.23,ea,High,STS-004
WIT-003843,PRJ-004,PRJ-004-ITEM-003843,Interior Reporting Package,Interior,Package,2025-12-17,2026-02-14,179.85,lot,Critical,STS-004
WIT-003844,PRJ-005,PRJ-005-ITEM-003844,Exterior Reporting Package,Exterior,Task,2026-03-25,2026-07-04,176.43,hr,Low,STS-004
WIT-003845,PRJ-001,PRJ-001-ITEM-003845,Safety Reporting Package,Safety,Inspection,2026-04-18,2026-07-02,373.39,m2,Medium,STS-004
WIT-003846,PRJ-002,PRJ-002-ITEM-003846,Structure Reporting Package,Structure,Milestone,2025-10-30,2026-02-05,438.05,m3,High,STS-004
WIT-003847,PRJ-003,PRJ-003-ITEM-003847,Mechanical Reporting Package,Mechanical,Package,2025-10-16,2026-01-21,122.16,ea,Critical,STS-006
WIT-003848,PRJ-004,PRJ-004-ITEM-003848,Electrical Reporting Package,Electrical,Task,2026-01-08,2026-05-05,112.5,lot,Low,STS-003
WIT-003849,PRJ-005,PRJ-005-ITEM-003849,Interior Reporting Package,Interior,Inspection,2025-07-16,2025-09-19,19.74,hr,Medium,STS-006
WIT-003850,PRJ-001,PRJ-001-ITEM-003850,Exterior Reporting Package,Exterior,Milestone,2025-10-02,2025-12-25,274.94,m2,High,STS-005
WIT-003851,PRJ-002,PRJ-002-ITEM-003851,Safety Reporting Package,Safety,Package,2026-01-23,2026-04-19,362.24,m3,Critical,STS-004
WIT-003852,PRJ-003,PRJ-003-ITEM-003852,Structure Reporting Package,Structure,Task,2025-08-22,2025-12-05,497.77,ea,Low,STS-001
WIT-003853,PRJ-004,PRJ-004-ITEM-003853,Mechanical Reporting Package,Mechanical,Inspection,2026-04-21,2026-05-06,497.18,lot,Medium,STS-005
WIT-003854,PRJ-005,PRJ-005-ITEM-003854,Electrical Reporting Package,Electrical,Milestone,2025-03-22,2025-04-17,433.16,hr,High,STS-005
WIT-003855,PRJ-001,PRJ-001-ITEM-003855,Interior Reporting Package,Interior,Package,2026-01-27,2026-03-26,122.54,m2,Critical,STS-001
WIT-003856,PRJ-002,PRJ-002-ITEM-003856,Exterior Reporting Package,Exterior,Task,2026-01-04,2026-01-19,439.73,m3,Low,STS-003
WIT-003857,PRJ-003,PRJ-003-ITEM-003857,Safety Reporting Package,Safety,Inspection,2025-11-24,2026-02-21,407.52,ea,Medium,STS-003
WIT-003858,PRJ-004,PRJ-004-ITEM-003858,Structure Reporting Package,Structure,Milestone,2026-03-18,2026-06-21,232.05,lot,High,STS-002
WIT-003859,PRJ-005,PRJ-005-ITEM-003859,Mechanical Reporting Package,Mechanical,Package,2026-02-06,2026-05-15,410.17,hr,Critical,STS-003
WIT-003860,PRJ-001,PRJ-001-ITEM-003860,Electrical Reporting Package,Electrical,Task,2026-03-25,2026-04-12,67.09,m2,Low,STS-003
WIT-003861,PRJ-002,PRJ-002-ITEM-003861,Interior Reporting Package,Interior,Inspection,2026-03-22,2026-06-14,57.98,m3,Medium,STS-004
WIT-003862,PRJ-003,PRJ-003-ITEM-003862,Exterior Reporting Package,Exterior,Milestone,2026-04-13,2026-07-30,313.11,ea,High,STS-002
WIT-003863,PRJ-004,PRJ-004-ITEM-003863,Safety Reporting Package,Safety,Package,2025-12-13,2026-03-16,260.17,lot,Critical,STS-005
WIT-003864,PRJ-005,PRJ-005-ITEM-003864,Structure Reporting Package,Structure,Task,2025-03-06,2025-05-19,330.14,hr,Low,STS-005
WIT-003865,PRJ-001,PRJ-001-ITEM-003865,Mechanical Reporting Package,Mechanical,Inspection,2025-12-12,2026-03-31,198.68,m2,Medium,STS-003
WIT-003866,PRJ-002,PRJ-002-ITEM-003866,Electrical Reporting Package,Electrical,Milestone,2026-03-12,2026-06-27,303.02,m3,High,STS-003
WIT-003867,PRJ-003,PRJ-003-ITEM-003867,Interior Reporting Package,Interior,Package,2026-02-15,2026-04-08,380.38,ea,Critical,STS-002
WIT-003868,PRJ-004,PRJ-004-ITEM-003868,Exterior Reporting Package,Exterior,Task,2026-04-17,2026-07-15,254.87,lot,Low,STS-004
WIT-003869,PRJ-005,PRJ-005-ITEM-003869,Safety Reporting Package,Safety,Inspection,2025-06-28,2025-09-05,363.72,hr,Medium,STS-006
WIT-003870,PRJ-001,PRJ-001-ITEM-003870,Structure Reporting Package,Structure,Milestone,2026-03-13,2026-06-27,415.34,m2,High,STS-005
WIT-003871,PRJ-002,PRJ-002-ITEM-003871,Mechanical Reporting Package,Mechanical,Package,2026-06-03,2026-08-28,32.21,m3,Critical,STS-004
WIT-003872,PRJ-003,PRJ-003-ITEM-003872,Electrical Reporting Package,Electrical,Task,2026-03-12,2026-04-24,257.37,ea,Low,STS-005
WIT-003873,PRJ-004,PRJ-004-ITEM-003873,Interior Reporting Package,Interior,Inspection,2026-03-10,2026-06-09,38.27,lot,Medium,STS-003
WIT-003874,PRJ-005,PRJ-005-ITEM-003874,Exterior Reporting Package,Exterior,Milestone,2025-11-05,2026-01-23,358.55,hr,High,STS-004
WIT-003875,PRJ-001,PRJ-001-ITEM-003875,Safety Reporting Package,Safety,Package,2025-11-12,2026-02-03,262.29,m2,Critical,STS-003
WIT-003876,PRJ-002,PRJ-002-ITEM-003876,Structure Reporting Package,Structure,Task,2026-01-27,2026-04-11,150.82,m3,Low,STS-005
WIT-003877,PRJ-003,PRJ-003-ITEM-003877,Mechanical Reporting Package,Mechanical,Inspection,2026-05-27,2026-08-31,101.75,ea,Medium,STS-004
WIT-003878,PRJ-004,PRJ-004-ITEM-003878,Electrical Reporting Package,Electrical,Milestone,2025-11-30,2026-01-12,205.62,lot,High,STS-005
WIT-003879,PRJ-005,PRJ-005-ITEM-003879,Interior Reporting Package,Interior,Package,2025-09-20,2025-11-04,348.27,hr,Critical,STS-004
WIT-003880,PRJ-001,PRJ-001-ITEM-003880,Exterior Reporting Package,Exterior,Task,2025-09-20,2025-10-29,360.74,m2,Low,STS-004
WIT-003881,PRJ-002,PRJ-002-ITEM-003881,Safety Reporting Package,Safety,Inspection,2026-03-18,2026-06-28,87.82,m3,Medium,STS-003
WIT-003882,PRJ-003,PRJ-003-ITEM-003882,Structure Reporting Package,Structure,Milestone,2025-08-29,2025-10-25,80.05,ea,High,STS-007
WIT-003883,PRJ-004,PRJ-004-ITEM-003883,Mechanical Reporting Package,Mechanical,Package,2025-12-28,2026-02-13,343.68,lot,Critical,STS-004
WIT-003884,PRJ-005,PRJ-005-ITEM-003884,Electrical Reporting Package,Electrical,Task,2026-05-01,2026-07-28,263.17,hr,Low,STS-004
WIT-003885,PRJ-001,PRJ-001-ITEM-003885,Interior Reporting Package,Interior,Inspection,2025-12-02,2026-01-04,396.12,m2,Medium,STS-004
WIT-003886,PRJ-002,PRJ-002-ITEM-003886,Exterior Reporting Package,Exterior,Milestone,2026-01-12,2026-03-02,149.89,m3,High,STS-004
WIT-003887,PRJ-003,PRJ-003-ITEM-003887,Safety Reporting Package,Safety,Package,2026-04-18,2026-07-09,167.1,ea,Critical,STS-007
WIT-003888,PRJ-004,PRJ-004-ITEM-003888,Structure Reporting Package,Structure,Task,2026-01-21,2026-03-05,275.18,lot,Low,STS-003
WIT-003889,PRJ-005,PRJ-005-ITEM-003889,Mechanical Reporting Package,Mechanical,Inspection,2025-07-21,2025-10-09,49.1,hr,Medium,STS-006
